trojan,vmess,shadowsocks
89641.0,72807.0,106443.0
218467.0,72870.0,105835.0
88678.0,72793.0,106607.0
102125.0,72770.0,106105.0
89062.0,72895.0,105524.0
218292.0,72743.0,105642.0
88907.0,73337.0,107047.0
89559.0,72373.0,75047.0
89450.0,72742.0,105948.0
211588.0,72618.0,105896.0
138392.0,72780.0,105684.0
218066.0,122656.0,101785.0
89209.0,73210.0,106669.0
90809.0,73428.0,106359.0
89637.0,72849.0,105670.0
89339.0,72463.0,106874.0
221009.0,72870.0,106057.0
218050.0,73141.0,106284.0
89200.0,72689.0,107416.0
211758.0,73149.0,106443.0
218811.0,72623.0,107668.0
88787.0,72822.0,93450.0
89262.0,73114.0,106278.0
113886.0,73346.0,106399.0
89744.0,72331.0,31062.0
218184.0,73428.0,107525.0
212323.0,72482.0,105438.0
89706.0,72576.0,196437.0
88769.0,72743.0,105817.0
218355.0,72588.0,105845.0
88825.0,73257.0,105985.0
217836.0,72594.0,106372.0
88912.0,73199.0,125635.0
89414.0,72780.0,105945.0
218526.0,72663.0,105988.0
89848.0,72354.0,107035.0
219469.0,72733.0,105683.0
88922.0,72418.0,107763.0
89017.0,72284.0,106527.0
89542.0,72059.0,107385.0
144697.0,73153.0,106624.0
95475.0,72619.0,106256.0
91210.0,72768.0,106984.0
89209.0,72781.0,105978.0
89358.0,72381.0,106340.0
224705.0,73374.0,202441.0
89133.0,73852.0,163408.0
88957.0,72827.0,107777.0
236637.0,72611.0,68711.0
228361.0,72260.0,144056.0
259474.0,72472.0,137847.0
253588.0,72183.0,144760.0
185897.0,72762.0,155555.0
224572.0,72733.0,163935.0
210627.0,72635.0,126570.0
253646.0,73109.0,114048.0
234222.0,72605.0,150707.0
252942.0,72758.0,169538.0
234438.0,72882.0,219344.0
123628.0,30198.0,181313.0
235999.0,73656.0,243283.0
224196.0,72634.0,144745.0
216069.0,72594.0,174766.0
254112.0,72688.0,243987.0
234253.0,72276.0,182134.0
211325.0,72063.0,149894.0
228899.0,66972.0,168311.0
229474.0,72244.0,156451.0
229369.0,73971.0,175728.0
253047.0,72802.0,136955.0
222309.0,72835.0,225675.0
197502.0,72746.0,144762.0
179051.0,73751.0,162885.0
110920.0,214309.0,168985.0
253269.0,72572.0,144185.0
252311.0,72716.0,5765.0
209420.0,73231.0,169284.0
229015.0,73245.0,156554.0
254485.0,72607.0,202330.0
256180.0,73187.0,157170.0
117382.0,72682.0,163516.0
230270.0,72619.0,133207.0
137720.0,73281.0,244908.0
229393.0,73103.0,157031.0
229310.0,72829.0,168812.0
110858.0,72586.0,181470.0
209555.0,72771.0,126589.0
110987.0,72798.0,125100.0
191856.0,72413.0,244208.0
110982.0,73298.0,247270.0
246949.0,72495.0,182957.0
253910.0,71834.0,157146.0
110562.0,72566.0,162837.0
215937.0,72096.0,150851.0
216173.0,72264.0,137470.0
222964.0,73534.0,137131.0
234319.0,73670.0,156861.0
255007.0,72567.0,150091.0
222932.0,72889.0,162836.0
209855.0,72761.0,175809.0
254637.0,72870.0,171634.0
209677.0,73049.0,244176.0
191303.0,72794.0,175575.0
254038.0,72514.0,150626.0
253506.0,73622.0,163425.0
209615.0,72706.0,151483.0
229446.0,61407.0,181674.0
236612.0,72515.0,156238.0
254657.0,73225.0,156520.0
253404.0,73618.0,150322.0
228837.0,72757.0,246767.0
252461.0,72775.0,184213.0
254079.0,72796.0,151730.0
254165.0,72874.0,156895.0
255315.0,72562.0,176182.0
110903.0,72779.0,244093.0
223822.0,72830.0,130863.0
231588.0,72848.0,157133.0
253436.0,72476.0,224973.0
110570.0,73185.0,196169.0
235843.0,72555.0,150348.0
178837.0,72608.0,156536.0
236022.0,73131.0,175828.0
222565.0,73218.0,115032.0
260972.0,73324.0,246408.0
254379.0,72861.0,232198.0
209600.0,73154.0,143381.0
111171.0,72687.0,137442.0
222565.0,72813.0,156423.0
236380.0,72564.0,149854.0
253813.0,72834.0,201108.0
210523.0,73346.0,155943.0
259448.0,72049.0,156895.0
255206.0,72845.0,168682.0
240865.0,72804.0,155726.0
211264.0,72119.0,138259.0
222622.0,72862.0,124599.0
253091.0,72836.0,225321.0
240962.0,73241.0,156013.0
209109.0,72779.0,155826.0
253656.0,72223.0,251599.0
172621.0,73479.0,174351.0
236203.0,72832.0,219511.0
227972.0,73687.0,149813.0
222679.0,72030.0,144589.0
254110.0,73231.0,181182.0
236374.0,72501.0,124722.0
221525.0,72930.0,188357.0
217323.0,72303.0,145595.0
246931.0,72425.0,171972.0
111116.0,72862.0,149586.0
117318.0,72822.0,149788.0
231290.0,72580.0,139090.0
234581.0,72890.0,9180.0
246944.0,72742.0,182479.0
255785.0,72455.0,175376.0
253206.0,73149.0,207602.0
180500.0,10951.0,162927.0
253045.0,72705.0,250494.0
204034.0,72477.0,243852.0
229450.0,72771.0,138708.0
255456.0,72399.0,220280.0
110864.0,72505.0,155663.0
141750.0,73265.0,244082.0
216312.0,72802.0,157054.0
228100.0,189668.0,187315.0
111278.0,72783.0,213719.0
110873.0,72367.0,132763.0
123687.0,72817.0,221003.0
178802.0,72780.0,244372.0
253659.0,72801.0,143599.0
254095.0,72842.0,139620.0
198016.0,72688.0,169931.0
166951.0,4090.0,150044.0
209817.0,11442.0,154257.0
234454.0,206283.0,163053.0
254654.0,72397.0,138132.0
255080.0,73641.0,182288.0
153810.0,72472.0,207885.0
241565.0,72570.0,146427.0
240922.0,85376.0,200121.0
111223.0,86033.0,163474.0
222563.0,73098.0,162236.0
233885.0,72877.0,169891.0
229643.0,72766.0,125149.0
248472.0,72631.0,124754.0
215996.0,85943.0,188091.0
178009.0,72755.0,146521.0
110814.0,92198.0,137335.0
234053.0,73641.0,194075.0
210663.0,72616.0,139470.0
240382.0,85684.0,199955.0
209641.0,72574.0,156813.0
229010.0,211120.0,125266.0
135755.0,85681.0,194900.0
203571.0,98515.0,176105.0
234874.0,85737.0,200692.0
236229.0,11350.0,243342.0
153570.0,72591.0,156262.0
211749.0,73318.0,161970.0
241460.0,85726.0,225285.0
261942.0,72316.0,132175.0
227974.0,73551.0,144015.0
233950.0,72394.0,188185.0
217289.0,85406.0,195094.0
6676.0,209975.0,163044.0
234100.0,85552.0,150064.0
239027.0,93386.0,189309.0
244092.0,72641.0,182022.0
208623.0,72850.0,244407.0
193158.0,72586.0,174556.0
174437.0,73588.0,201549.0
112364.0,85580.0,200662.0
223351.0,72643.0,138629.0
218215.0,74070.0,199993.0
257587.0,72922.0,243403.0
254609.0,210397.0,156897.0
172985.0,72759.0,133197.0
229951.0,86017.0,124554.0
254285.0,73639.0,162762.0
222047.0,72227.0,150132.0
253358.0,73811.0,150490.0
209982.0,85816.0,130635.0
222981.0,72544.0,150651.0
253017.0,72875.0,130985.0
224269.0,72795.0,158787.0
222099.0,85468.0,244257.0
260180.0,98420.0,163236.0
254015.0,85897.0,137847.0
253481.0,72957.0,164032.0
255464.0,85527.0,245268.0
234185.0,159933.0,188099.0
222645.0,98327.0,193381.0
130212.0,73588.0,144867.0
222172.0,72710.0,168924.0
253513.0,116741.0,186883.0
222287.0,160532.0,149447.0
191434.0,72845.0,199642.0
222442.0,208897.0,150059.0
210949.0,86178.0,144615.0
110709.0,72796.0,150282.0
259799.0,85570.0,163066.0
204288.0,156660.0,157352.0
6612.0,74695.0,156270.0
255169.0,72929.0,169087.0
253890.0,210210.0,244487.0
235156.0,147397.0,138599.0
255274.0,72888.0,150898.0
222554.0,210180.0,244293.0
209757.0,72581.0,180581.0
255792.0,85504.0,144941.0
256653.0,72803.0,156205.0
261658.0,72324.0,150953.0
110475.0,72645.0,248128.0
253208.0,86200.0,247364.0
228598.0,72779.0,247772.0
261577.0,72449.0,248904.0
222068.0,72478.0,250261.0
233926.0,85582.0,247605.0
254612.0,85394.0,247538.0
197303.0,85705.0,247020.0
235109.0,85485.0,250569.0
129212.0,73277.0,250150.0
253107.0,210827.0,247736.0
254104.0,72527.0,247321.0
255809.0,72573.0,248632.0
172565.0,72273.0,248466.0
228638.0,72744.0,248974.0
253004.0,210055.0,248144.0
262039.0,209656.0,249324.0
253720.0,148106.0,248301.0
203755.0,72263.0,247848.0
142610.0,72916.0,248571.0
253150.0,184407.0,247509.0
253267.0,73233.0,246876.0
234888.0,72830.0,247392.0
253019.0,72628.0,247996.0
259815.0,85608.0,248797.0
178863.0,72861.0,247517.0
215155.0,73396.0,246967.0
229722.0,72845.0,251167.0
263873.0,86090.0,247379.0
221875.0,210221.0,248584.0
192081.0,209268.0,247678.0
256490.0,85878.0,251572.0
190565.0,72354.0,252195.0
197365.0,72579.0,247750.0
235100.0,72538.0,247580.0
161054.0,72519.0,247946.0
228399.0,209432.0,247860.0
252587.0,72682.0,247328.0
185043.0,208845.0,247618.0
215555.0,72852.0,247538.0
253804.0,72825.0,249612.0
216062.0,72513.0,247499.0
172899.0,86002.0,248088.0
197786.0,209780.0,247976.0
256396.0,73272.0,249752.0
259584.0,116786.0,248281.0
212025.0,72303.0,248124.0
252666.0,11625.0,247156.0
252854.0,87205.0,249867.0
222105.0,72701.0,247342.0
253648.0,73100.0,248066.0
253590.0,85791.0,249360.0
235868.0,72617.0,249106.0
209774.0,72322.0,247050.0
253497.0,72345.0,247622.0
209723.0,72258.0,249893.0
260290.0,71867.0,247393.0
253469.0,87269.0,247824.0
197391.0,85884.0,250646.0
240855.0,72799.0,249060.0
256030.0,72857.0,250427.0
252947.0,98276.0,249544.0
251872.0,88994.0,247950.0
155156.0,72800.0,248568.0
210208.0,85520.0,247895.0
233809.0,73396.0,250778.0
253798.0,85493.0,251938.0
154593.0,72001.0,248039.0
262953.0,72163.0,249415.0
210405.0,85543.0,252507.0
253985.0,72515.0,247968.0
234552.0,72837.0,248668.0
227799.0,86128.0,247003.0
197275.0,209731.0,247522.0
241582.0,73397.0,249232.0
254166.0,85995.0,248478.0
229969.0,209967.0,248784.0
234985.0,85381.0,247618.0
210885.0,72818.0,247624.0
148478.0,208951.0,248614.0
149021.0,210394.0,249408.0
129935.0,73640.0,247518.0
256253.0,98299.0,247934.0
253506.0,72774.0,247395.0
240261.0,72100.0,247397.0
161903.0,713.0,248074.0
154543.0,116917.0,248400.0
210076.0,72240.0,248518.0
228068.0,85946.0,249248.0
222655.0,72344.0,247795.0
234553.0,104467.0,247543.0
254462.0,73327.0,247566.0
235572.0,85591.0,247652.0
117007.0,73155.0,259751.0
259237.0,72140.0,250262.0
234414.0,209696.0,251001.0
135987.0,129745.0,248821.0
240702.0,72741.0,246906.0
241588.0,85796.0,247542.0
262163.0,85913.0,247513.0
154133.0,86222.0,248248.0
203158.0,72501.0,248793.0
259904.0,87362.0,249238.0
253318.0,72704.0,249398.0
251949.0,72544.0,247792.0
261425.0,72733.0,250651.0
197603.0,85514.0,247526.0
253163.0,72493.0,247742.0
142147.0,73355.0,248463.0
234581.0,72740.0,247634.0
178796.0,72565.0,210489.0
197860.0,73437.0,105239.0
256072.0,211483.0,150130.0
223260.0,72472.0,248504.0
198287.0,209294.0,249980.0
252937.0,73625.0,247870.0
142073.0,72536.0,249597.0
253750.0,85593.0,248336.0
229579.0,72239.0,248510.0
253384.0,72676.0,248711.0
229075.0,216335.0,247429.0
253515.0,85835.0,249008.0
252168.0,72622.0,247968.0
252681.0,73309.0,249467.0
168405.0,72568.0,249866.0
229138.0,72688.0,249947.0
253566.0,85764.0,247492.0
260086.0,73851.0,249656.0
216140.0,93288.0,249342.0
234899.0,154329.0,247674.0
233951.0,72679.0,250964.0
123227.0,72514.0,250636.0
185286.0,97968.0,247548.0
253762.0,208978.0,247533.0
6676.0,72798.0,248402.0
191760.0,85896.0,247798.0
253311.0,72512.0,249882.0
185098.0,73464.0,247166.0
117028.0,72250.0,247820.0
253992.0,85546.0,247828.0
222651.0,209386.0,247234.0
166661.0,208817.0,247604.0
253342.0,73597.0,247794.0
172561.0,72640.0,247644.0
254719.0,73372.0,249375.0
234070.0,72212.0,247785.0
191464.0,110795.0,247613.0
234108.0,221553.0,248158.0
254863.0,72778.0,247610.0
216349.0,73485.0,247474.0
256049.0,73569.0,248146.0
260098.0,72799.0,248286.0
252389.0,158724.0,248691.0
256246.0,72370.0,248168.0
193295.0,103088.0,248867.0
260850.0,73293.0,249080.0
190525.0,72633.0,252633.0
172655.0,72450.0,250009.0
252960.0,73377.0,247186.0
227792.0,72939.0,248614.0
166365.0,73145.0,247599.0
253637.0,221078.0,248736.0
240420.0,228228.0,249028.0
228767.0,72968.0,248922.0
253388.0,121793.0,248014.0
255931.0,73566.0,248218.0
252092.0,127508.0,248632.0
210520.0,73450.0,248341.0
210053.0,72703.0,247372.0
228972.0,73363.0,248394.0
216638.0,213881.0,247715.0
215110.0,72360.0,249304.0
252530.0,109228.0,248838.0
192857.0,221659.0,247426.0
255329.0,164642.0,246982.0
179143.0,220318.0,249774.0
190697.0,90560.0,246796.0
259012.0,102764.0,248910.0
209366.0,146226.0,247674.0
253999.0,103320.0,247616.0
209135.0,66805.0,247658.0
184769.0,11650.0,248964.0
259109.0,73319.0,251202.0
259372.0,72791.0,248390.0
216996.0,72876.0,247584.0
198174.0,72276.0,249704.0
249253.0,121812.0,248752.0
147850.0,72532.0,247940.0
229042.0,72731.0,248302.0
252282.0,170939.0,251763.0
30052.0,109601.0,247095.0
253564.0,109273.0,248931.0
254428.0,122670.0,249245.0
174295.0,140154.0,247353.0
209806.0,91979.0,247544.0
197453.0,96944.0,249423.0
254644.0,72401.0,248126.0
228731.0,73027.0,246904.0
253204.0,74199.0,247669.0
240511.0,96915.0,254312.0
117217.0,121478.0,248020.0
222157.0,73050.0,246800.0
252539.0,72807.0,246896.0
141543.0,122207.0,247276.0
228141.0,121178.0,248564.0
253185.0,72559.0,247966.0
255308.0,121431.0,248386.0
190803.0,158744.0,247375.0
253422.0,149872.0,247940.0
252325.0,72254.0,247674.0
215617.0,220409.0,249400.0
260102.0,72694.0,249154.0
252654.0,121330.0,106725.0
252842.0,72962.0,92980.0
252970.0,183062.0,245283.0
166670.0,73464.0,237883.0
254381.0,72842.0,243802.0
185284.0,72653.0,118384.0
111530.0,103088.0,105898.0
254072.0,221239.0,93388.0
166703.0,190246.0,93516.0
235130.0,134092.0,99636.0
191425.0,78140.0,93274.0
172968.0,72467.0,99285.0
196494.0,152543.0,150552.0
260232.0,184002.0,125451.0
253139.0,73870.0,99558.0
147928.0,103307.0,244648.0
253268.0,72701.0,100424.0
256407.0,72759.0,100327.0
256714.0,96400.0,125591.0
256154.0,72850.0,93300.0
255939.0,73262.0,106605.0
259804.0,91045.0,100665.0
256311.0,73012.0,156640.0
254800.0,220935.0,106300.0
253396.0,109027.0,94006.0
257186.0,213755.0,144777.0
6720.0,72712.0,106204.0
6784.0,72751.0,112781.0
6732.0,73201.0,99635.0
7082.0,73124.0,99151.0
6860.0,134181.0,131855.0
6748.0,72679.0,100262.0
8348.0,96662.0,119177.0
7195.0,72974.0,93082.0
8348.0,103113.0,105895.0
7143.0,72175.0,237926.0
6720.0,72564.0,94120.0
85131.0,96975.0,99877.0
6752.0,73287.0,105764.0
6764.0,72222.0,106195.0
6720.0,140130.0,194452.0
6740.0,220510.0,118813.0
254687.0,73464.0,138316.0
252937.0,121245.0,105941.0
255680.0,72928.0,144273.0
253549.0,72635.0,176420.0
256854.0,103804.0,105570.0
253570.0,102524.0,99320.0
253378.0,72415.0,237511.0
255338.0,72750.0,100760.0
6744.0,115070.0,238250.0
6808.0,72623.0,137668.0
71990.0,72889.0,130648.0
6732.0,72630.0,111929.0
7320.0,133433.0,143743.0
7341.0,74012.0,125905.0
6796.0,72794.0,125041.0
6732.0,109523.0,106523.0
6708.0,72433.0,99298.0
6764.0,97207.0,118603.0
6688.0,72693.0,106267.0
6784.0,115513.0,118273.0
6700.0,158649.0,245736.0
258545.0,202339.0,99188.0
252954.0,103337.0,99972.0
252342.0,221596.0,93986.0
8356.0,73482.0,105603.0
6898.0,96980.0,100359.0
6752.0,73360.0,150542.0
6752.0,121077.0,93042.0
7070.0,73633.0,100013.0
6732.0,72617.0,100019.0
6764.0,72905.0,106835.0
6732.0,96437.0,93786.0
6820.0,109316.0,242827.0
6720.0,96893.0,100064.0
6940.0,220600.0,239499.0
6764.0,108881.0,94280.0
72678.0,72567.0,106797.0
6796.0,73324.0,99249.0
256418.0,213520.0,118664.0
255732.0,140490.0,99799.0
253381.0,93066.0,165361.0
255600.0,73351.0,106535.0
257864.0,127588.0,106643.0
253890.0,72458.0,232826.0
252250.0,72717.0,104987.0
258416.0,222003.0,131266.0
259850.0,134089.0,195446.0
256154.0,90930.0,237783.0
253755.0,72723.0,125174.0
257175.0,103053.0,98917.0
254286.0,73748.0,100218.0
6744.0,98221.0,189757.0
6712.0,102828.0,214239.0
6732.0,96880.0,105285.0
6784.0,73141.0,100466.0
6912.0,109047.0,94102.0
6808.0,72820.0,164572.0
6892.0,213754.0,100356.0
7457.0,72821.0,208395.0
6772.0,72845.0,245660.0
84828.0,182400.0,99942.0
8380.0,72844.0,105726.0
6732.0,73298.0,245135.0
6796.0,73201.0,105584.0
6752.0,73160.0,124590.0
255454.0,219793.0,105477.0
6520.0,72638.0,106862.0
6732.0,103329.0,188361.0
72318.0,72484.0,107219.0
6744.0,115278.0,93538.0
6860.0,73710.0,131610.0
7058.0,220326.0,106177.0
6872.0,72914.0,99933.0
7090.0,214135.0,100104.0
6784.0,195111.0,124244.0
6708.0,73203.0,100153.0
7043.0,108963.0,100224.0
6808.0,73671.0,106412.0
8336.0,73693.0,106494.0
6700.0,127539.0,125434.0
254340.0,213500.0,98905.0
256682.0,72421.0,112432.0
254888.0,72794.0,99900.0
253885.0,72741.0,136098.0
6916.0,72915.0,99764.0
6740.0,72478.0,237755.0
6708.0,72554.0,207008.0
6986.0,219884.0,105538.0
6708.0,72711.0,107984.0
6724.0,73893.0,99605.0
6788.0,73336.0,124131.0
6688.0,73050.0,100196.0
6712.0,108826.0,124794.0
6720.0,121525.0,156192.0
6820.0,73717.0,99809.0
72350.0,73155.0,100374.0
6720.0,251921.0,106676.0
6860.0,245165.0,99612.0
253606.0,252076.0,152048.0
256219.0,245541.0,99804.0
255978.0,251346.0,124493.0
255619.0,252441.0,101412.0
256543.0,252614.0,212236.0
254581.0,251138.0,99807.0
258079.0,245625.0,130571.0
255837.0,251534.0,105876.0
255671.0,252744.0,99173.0
253829.0,252936.0,156766.0
255085.0,251952.0,99264.0
255979.0,252833.0,238511.0
254499.0,251442.0,144052.0
254669.0,245893.0,99223.0
255713.0,251876.0,106310.0
252527.0,251969.0,240053.0
254510.0,251878.0,112848.0
253676.0,251239.0,100247.0
259271.0,256623.0,169556.0
257377.0,251411.0,118315.0
255191.0,251762.0,236797.0
252185.0,245543.0,106237.0
255900.0,244953.0,132110.0
253282.0,251756.0,130492.0
255838.0,246773.0,112947.0
253607.0,251458.0,130948.0
254721.0,251562.0,118825.0
252044.0,250867.0,162750.0
256719.0,252018.0,150631.0
259656.0,251803.0,98859.0
252474.0,251336.0,130614.0
253001.0,251162.0,100036.0
253910.0,253620.0,106774.0
255287.0,245975.0,100149.0
253605.0,251722.0,118246.0
253008.0,253004.0,94030.0
255846.0,252272.0,99716.0
254731.0,253571.0,126235.0
253816.0,251378.0,123893.0
256269.0,246023.0,120114.0
252418.0,252362.0,105573.0
255549.0,245606.0,119594.0
252666.0,252274.0,137078.0
254630.0,245801.0,106133.0
256513.0,251832.0,99748.0
253385.0,252916.0,106526.0
255484.0,252509.0,130574.0
251950.0,246113.0,99985.0
254265.0,245584.0,238033.0
6930.0,251973.0,99485.0
6820.0,251438.0,237911.0
8316.0,251147.0,99401.0
6796.0,253356.0,106110.0
6744.0,251788.0,99970.0
6720.0,252934.0,100016.0
7030.0,245397.0,143702.0
6708.0,252212.0,99260.0
6796.0,251960.0,105943.0
6828.0,251804.0,119074.0
6994.0,246001.0,99903.0
8412.0,251864.0,100196.0
6796.0,245407.0,99562.0
6724.0,252022.0,244206.0
6828.0,251866.0,101064.0
6962.0,246311.0,112456.0
6828.0,252380.0,107305.0
6784.0,245429.0,119539.0
7430.0,252971.0,106241.0
7067.0,251948.0,107420.0
6808.0,251174.0,106644.0
6720.0,253947.0,168940.0
6756.0,251869.0,105618.0
6994.0,251955.0,106374.0
188631.0,251901.0,106894.0
6784.0,252678.0,106269.0
8400.0,252328.0,106375.0
6852.0,252399.0,105803.0
6708.0,252077.0,106036.0
6708.0,246928.0,106694.0
6912.0,252995.0,112153.0
254149.0,251858.0,107653.0
6764.0,252095.0,106707.0
71916.0,253244.0,106715.0
6820.0,252988.0,106145.0
6744.0,251668.0,106619.0
6784.0,251932.0,106309.0
6796.0,251340.0,106107.0
6788.0,252585.0,105487.0
6688.0,251659.0,106301.0
6720.0,251625.0,105963.0
6986.0,252666.0,106306.0
6744.0,252205.0,106794.0
6708.0,252768.0,106639.0
6688.0,245631.0,107064.0
6752.0,251698.0,119159.0
253658.0,251548.0,200285.0
6784.0,253419.0,106101.0
7107.0,246273.0,132301.0
6784.0,252929.0,106989.0
6720.0,251858.0,106655.0
8336.0,252568.0,144721.0
6776.0,135495.0,105474.0
6896.0,252418.0,106345.0
6860.0,251898.0,106200.0
6752.0,252004.0,106345.0
6720.0,245737.0,106493.0
6930.0,252646.0,106679.0
6756.0,251578.0,106207.0
6688.0,252307.0,151945.0
97174.0,252140.0,105865.0
7315.0,245838.0,112142.0
6708.0,251854.0,106851.0
6796.0,251403.0,106438.0
7138.0,246149.0,106954.0
6784.0,245785.0,105836.0
8356.0,251500.0,106596.0
6796.0,251917.0,106084.0
8348.0,251370.0,107180.0
6764.0,245733.0,106692.0
6744.0,246529.0,106417.0
6720.0,252604.0,106308.0
6624.0,252262.0,106314.0
6612.0,246093.0,106845.0
7183.0,252290.0,106764.0
84296.0,247053.0,106213.0
6886.0,251710.0,106233.0
6938.0,254345.0,106961.0
6764.0,251331.0,105807.0
6820.0,252411.0,106428.0
6784.0,245639.0,107552.0
253243.0,251078.0,106531.0
252774.0,251436.0,107133.0
253085.0,247143.0,105979.0
258738.0,251658.0,106778.0
258258.0,245977.0,106227.0
253142.0,252534.0,106198.0
252798.0,245646.0,105543.0
254614.0,251905.0,106239.0
6708.0,252905.0,106603.0
6860.0,245095.0,106282.0
6796.0,251984.0,106633.0
6828.0,251856.0,106887.0
6720.0,251850.0,106641.0
6796.0,253460.0,106697.0
6688.0,251703.0,106475.0
6720.0,251503.0,105661.0
6808.0,246095.0,106331.0
6808.0,251714.0,105957.0
6796.0,245413.0,106391.0
8388.0,252046.0,105945.0
7218.0,245503.0,106930.0
6740.0,245487.0,115251.0
6724.0,252078.0,193994.0
84416.0,253684.0,106336.0
255250.0,251729.0,106755.0
253782.0,251779.0,106340.0
253878.0,252759.0,106637.0
254154.0,251980.0,106878.0
256368.0,253052.0,105937.0
6772.0,245611.0,106397.0
6852.0,251611.0,106769.0
7026.0,252300.0,106464.0
6860.0,252436.0,106471.0
221574.0,251920.0,246897.0
7151.0,252404.0,105826.0
6752.0,252112.0,105915.0
42103.0,253261.0,106669.0
259215.0,252149.0,106997.0
256424.0,245714.0,106541.0
254697.0,253168.0,106297.0
253609.0,252390.0,106383.0
260143.0,245977.0,106521.0
254736.0,251982.0,106883.0
257025.0,246273.0,106542.0
259015.0,252402.0,106209.0
257704.0,251683.0,106334.0
258382.0,251974.0,106614.0
252194.0,254580.0,106173.0
253475.0,251266.0,106735.0
256529.0,245851.0,106286.0
255220.0,251828.0,106464.0
6796.0,251964.0,106557.0
7018.0,252276.0,107179.0
6764.0,252996.0,106778.0
6744.0,251654.0,106817.0
6872.0,253711.0,105431.0
6930.0,251603.0,106174.0
6832.0,252180.0,107166.0
6752.0,251970.0,105884.0
6700.0,251950.0,106085.0
6740.0,253297.0,246515.0
8328.0,251681.0,112945.0
6712.0,252058.0,106531.0
72402.0,252537.0,107194.0
8304.0,251566.0,106567.0
253657.0,251024.0,105919.0
257580.0,252125.0,106825.0
253540.0,248893.0,106672.0
254029.0,251874.0,106199.0
253128.0,251641.0,106024.0
255853.0,252440.0,105915.0
257220.0,246555.0,106482.0
258464.0,171714.0,105902.0
253099.0,109872.0,105932.0
6732.0,160039.0,106625.0
6712.0,109401.0,246734.0
6720.0,209285.0,106278.0
6828.0,202241.0,106426.0
6796.0,121415.0,106131.0
8532.0,73525.0,150274.0
71950.0,208177.0,106775.0
6772.0,72520.0,113100.0
6708.0,71948.0,106210.0
6796.0,220036.0,193944.0
6796.0,165111.0,107215.0
6724.0,209529.0,106308.0
256178.0,73027.0,106672.0
252190.0,208170.0,105956.0
258607.0,184262.0,106665.0
254673.0,127658.0,106210.0
257448.0,121543.0,105559.0
252259.0,72273.0,106700.0
254264.0,208298.0,106897.0
253233.0,208563.0,105902.0
261015.0,146325.0,106699.0
255438.0,165701.0,106499.0
255713.0,209497.0,106472.0
252633.0,90792.0,106774.0
253919.0,73538.0,106502.0
253899.0,209725.0,105764.0
253510.0,72574.0,171205.0
263133.0,121906.0,215298.0
257159.0,84932.0,106771.0
256336.0,153130.0,106463.0
255411.0,220004.0,106547.0
255626.0,208296.0,106339.0
255443.0,146016.0,106571.0
253632.0,208489.0,107518.0
256631.0,72275.0,106101.0
257953.0,134045.0,107040.0
253417.0,84874.0,105838.0
254028.0,104146.0,107522.0
255070.0,171532.0,106302.0
8336.0,208159.0,106193.0
7405.0,79090.0,106137.0
6840.0,72423.0,105980.0
85101.0,208298.0,107004.0
6724.0,73339.0,105603.0
6784.0,72535.0,106293.0
6928.0,152811.0,106139.0
6808.0,209020.0,106226.0
6752.0,213779.0,187408.0
6720.0,109013.0,106183.0
6700.0,139635.0,107658.0
7209.0,140519.0,138427.0
6788.0,72168.0,106448.0
6860.0,92177.0,106465.0
255956.0,80050.0,113186.0
72130.0,91647.0,120217.0
6828.0,189751.0,106668.0
6884.0,73871.0,107083.0
6732.0,116455.0,1057.0
6720.0,72048.0,11596.0
6796.0,209028.0,152720.0
6720.0,214373.0,188668.0
8304.0,177397.0,106979.0
8292.0,139973.0,106799.0
6796.0,227078.0,106944.0
6700.0,202728.0,106493.0
6636.0,208341.0,105963.0
6784.0,220451.0,106794.0
6724.0,151899.0,106348.0
255750.0,213817.0,206888.0
253957.0,73668.0,106653.0
252616.0,96938.0,125026.0
254867.0,84883.0,106198.0
255407.0,108855.0,200642.0
256804.0,171500.0,106316.0
254100.0,103845.0,87601.0
253612.0,103709.0,137494.0
255638.0,127300.0,112738.0
259110.0,152530.0,118574.0
252485.0,158167.0,99197.0
255198.0,103681.0,99795.0
254266.0,114958.0,93011.0
257323.0,165516.0,113022.0
252304.0,208989.0,87275.0
254660.0,208310.0,99797.0
252902.0,72477.0,105702.0
255879.0,208129.0,100118.0
255546.0,177775.0,131752.0
254363.0,220675.0,87212.0
258349.0,78471.0,105339.0
254122.0,104382.0,87698.0
6720.0,109104.0,106110.0
6720.0,153696.0,93875.0
6752.0,72624.0,87389.0
6784.0,165441.0,74334.0
6796.0,96900.0,125008.0
6708.0,208441.0,105892.0
8356.0,103495.0,168964.0
6744.0,109234.0,93256.0
8432.0,42530.0,87311.0
72048.0,73318.0,105645.0
8532.0,183565.0,87229.0
6740.0,147584.0,149799.0
253284.0,74202.0,118681.0
253143.0,209349.0,87022.0
254105.0,109672.0,87898.0
254610.0,97992.0,105781.0
254262.0,208578.0,111837.0
256536.0,208056.0,93512.0
6712.0,91021.0,111976.0
6720.0,85037.0,112582.0
6784.0,210610.0,105535.0
6744.0,109744.0,105989.0
6732.0,165529.0,87538.0
6732.0,208265.0,105265.0
7264.0,72873.0,99603.0
8228.0,84671.0,106227.0
6796.0,103813.0,105802.0
6752.0,84989.0,106312.0
78311.0,219492.0,87342.0
6764.0,97138.0,87125.0
6828.0,141407.0,99874.0
6808.0,208031.0,87174.0
6796.0,127718.0,112023.0
