trojan,vmess,shadowsocks
186503.0,73558.0,106242.0
190706.0,85755.0,105765.0
179248.0,24309.0,106576.0
237383.0,73276.0,105829.0
254681.0,85506.0,106023.0
166700.0,85917.0,106108.0
172745.0,73459.0,105993.0
185629.0,86138.0,106293.0
237032.0,73359.0,106731.0
197394.0,73420.0,105639.0
178621.0,85606.0,105650.0
198107.0,85424.0,106484.0
180346.0,85675.0,106240.0
191924.0,85624.0,106972.0
237799.0,73186.0,221151.0
172980.0,85639.0,107363.0
203667.0,73108.0,106546.0
194803.0,73418.0,105924.0
172425.0,24164.0,106134.0
222862.0,73336.0,105692.0
172680.0,86024.0,106474.0
241065.0,73070.0,106186.0
209509.0,73260.0,145060.0
159800.0,73238.0,105964.0
209728.0,85084.0,106276.0
172638.0,86633.0,107194.0
168418.0,74352.0,119530.0
209467.0,86425.0,105529.0
240930.0,85718.0,107361.0
197600.0,86902.0,106186.0
234112.0,73331.0,106075.0
205053.0,73355.0,106520.0
256294.0,88868.0,107038.0
